symbol,exchange,item_type,industry_category,last_price,company_name
VRSBP.ME,Stocks,N/A,19.05,19.05,TNS ENERGO VORONEZ RUB0.4 PRF(R
VOW5.F,Stocks,N/A,28.26,28.26,Volkswagen Aktiengesellschaft
VOLV-B.ST,Stocks,N/A,145.00,145.00,AB Volvo (publ)
VNA.DE,Stocks,N/A,34.08,34.08,Vonovia SE
VLKPY,Stocks,N/A,31.99,31.99,Volkswagen Aktiengesellschaft
VLKAF,Stocks,N/A,161.00,161.00,Volkswagen Aktiengesellschaft
VLA.AX,Stocks,N/A,1.07,1.07,Viralytics Limited
VJET,Stocks,N/A,3.43,3.43,Voxeljet AG
VIVA.JK,Stocks,N/A,358.00,358.00,Visi Media Asia Tbk.
VITANAGRO.BO,Stocks,N/A,9.37,9.37,VITAN AGRO INDUSTRIES LTD
VG0K.BE,Stocks,N/A,3.15,3.15,VIVANCO GRUPPE AG
VAH.AX,Stocks,N/A,0.18,0.18,Virgin Australia Holdings Limited
UTDI.DE,Stocks,N/A,43.23,43.23,United Internet AG
USA,Stocks,N/A,5.55,5.55,Columbia Funds Trust XII - Liberty All Star Equity Fund
UNJCF,Stocks,N/A,2.51,2.51,UNICAJA BANCO EUR0.25
UDIRF,Stocks,N/A,43.16,43.16,United Internet AG
LDVA.SG,Stocks,N/A,27.16,27.16,Gemalto N.V. Reg. Shs (Sp.ADRs)
UBXN.SW,Stocks,N/A,219.40,219.40,u-blox Holding AG
UBSQF,Stocks,N/A,122.00,122.00,UBS AG LONDON C/WTS 22/09/2017
UAI.L,Stocks,N/A,188.75,188.75,U and I Group PLC
TZL.AX,Stocks,N/A,0.04,0.04,TZ Limited
TVE,Stocks,N/A,24.90,24.90,Tennessee Valley Authority
TTR1.DU,Stocks,N/A,35.35,35.35,TECHNOTRANS AG NA O.N.
TRTLW,WARRANT,N/A,0.69,0.69,Terrapin 3 Acquisition Corporat
TRTL,Stocks,N/A,9.81,9.81,"Yatra Online, Inc."
TQL1.F,Stocks,N/A,1.32,1.32,Alacer Gold Corp.
TOX.AX,Stocks,N/A,2.25,2.25,Tox Free Solutions Limited
TLTZY,Stocks,N/A,4.84,4.84,Tele2 AB (publ)
TLS.AX,Stocks,N/A,4.40,4.40,Telstra Corporation Limited
TLOU.L,Stocks,N/A,6.13,6.13,Tlou Energy Limited
TLGF.BK,Stocks,N/A,16.80,16.80,Tesco Lotus Retail Growth Freehold and Leasehold Property Fund
TGS.AX,Stocks,N/A,0.05,0.05,Tiger Resources Limited
TEMN.SW,Stocks,N/A,87.55,87.55,Temenos Group AG
TEL.OL,Stocks,N/A,138.60,138.60,Telenor ASA
TDCAF,Stocks,N/A,5.04,5.04,TDC A/S
TCL.AX,Stocks,N/A,12.34,12.34,Transurban Group
TAXA173.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
TASBP.ME,Stocks,N/A,0.12,0.12,TAMBOV POWER SUPPL RUB0.02 PRF(
TANP,Stocks,N/A,25.20,25.20,TravelCenters of America LLC 8.
SXE.AX,Stocks,N/A,0.45,0.45,Southern Cross Electrical Engineering Limited
SWTQ.SW,Stocks,N/A,1213.00,1213.00,Schweiter Technologies AG
SVA.AX,Stocks,N/A,0.05,0.05,Simavita Limited
SUL.AX,Stocks,N/A,8.98,8.98,Super Retail Group Limited
STYABS.NS,Stocks,N/A,573.65,573.65,INEOS STYROLUTION INR10
STLG-L.TA,N/A,N/A,N/A,N/A,N/A
STAY,Stocks,N/A,17.87,17.87,"Extended Stay America, Inc."
SRR.AX,Stocks,N/A,0.01,0.01,Shaw River Manganese Limited
SRI.AX,Stocks,N/A,0.01,0.01,Sipa Resources Limited
SRH.AX,Stocks,N/A,0.11,0.11,Saferoads Holdings Limited
SREDF,Stocks,N/A,7.02,7.02,Storebrand ASA
SPL.AX,Stocks,N/A,0.76,0.76,Starpharma Holdings Limited
SPARC.NS,Stocks,N/A,314.95,314.95,Sun Pharma Advanced Research Company Limited
SORL,Stocks,N/A,3.98,3.98,"SORL Auto Parts, Inc."
SOBI.ST,Stocks,N/A,138.30,138.30,Swedish Orphan Biovitrum AB
SOBA.F,Stocks,N/A,35.02,35.02,AT&T Inc.
SO4.L,Stocks,N/A,26.25,26.25,Salt Lake Potash Limited
SLFBF,Stocks,N/A,0.08,0.08,Solar-Fabrik AG
SKN1T.TL,Stocks,N/A,0.65,0.65,Skano Group AS
SKF-B.ST,Stocks,N/A,191.00,191.00,SKF AB
SHOT.ST,Stocks,N/A,105.75,105.75,Scandic Hotels Group AB
SHLM,Stocks,N/A,30.40,30.40,"A. Schulman, Inc."
SGH.AX,Stocks,N/A,0.09,0.09,Slater and Gordon Limited
SEM.VI,Stocks,N/A,25.20,25.20,SEMPERIT AG HOLDING
SEED,Stocks,N/A,1.55,1.55,Origin Agritech Limited
SEE,Stocks,N/A,45.79,45.79,Sealed Air Corporation
SCM1R.RG,Stocks,N/A,3.50,3.50,AS Siguldas Ciltslietu Un Maksligas Apseklosanas Stacija
SCL.SG,Stocks,N/A,65.46,65.46,SCHLUMBERGER N.V. (LTD.) Reg. S
SCD,Stocks,N/A,14.27,14.27,LMP Capital and Income Fund Inc.
SCA-A.ST,Stocks,N/A,299.90,299.90,Svenska Cellulosa Aktiebolaget SCA (publ)
SBT.PA,Stocks,N/A,8.80,8.80,Oeneo SA
SBLM.L,Stocks,N/A,0.00,0.00,Sable Mining Africa Limited
SAZ.DE,Stocks,N/A,64.60,64.60,STADA Arzneimittel Aktiengesellschaft
SAS.ST,Stocks,N/A,15.10,15.10,SAS AB (publ)
SAPA.DE,Stocks,N/A,94.00,94.00,SAP SE
SANN.SW,Stocks,N/A,71.75,71.75,Santhera Pharmaceuticals Holding AG
SAMG,Stocks,N/A,12.60,12.60,Silvercrest Asset Management Group Inc.
SAH,Stocks,N/A,19.35,19.35,"Sonic Automotive, Inc."
S3Z.F,Stocks,N/A,1.64,1.64,Ascendas Real Estate Investment Trust
RYD.AX,Stocks,N/A,1.07,1.07,Ryder Capital Limited
RYAM,Stocks,N/A,13.31,13.31,Rayonier Advanced Materials Inc.
RWNFF,Stocks,N/A,16.70,16.70,RWE Aktiengesellschaft
RTSBP.ME,Stocks,N/A,0.27,0.27,Public Joint-Stock Company TNS energo Rostov-on-Don
RTL.DU,Stocks,N/A,6.84,6.84,"ROSTELECOM ADR/6 RL-,0025"
RSTIP.ME,Stocks,N/A,2.21,2.21,"Rosseti, Public Joint Stock Company"
RSB.L,Stocks,N/A,0.00,0.00,Rensburg AIM VCT Ord
RQ4.MU,Stocks,N/A,58.90,58.90,REYNOLDS AMERICAN INC.
RPAI,Stocks,N/A,13.21,13.21,"Retail Properties of America, Inc."
ROV.CO,Stocks,N/A,0.27,0.27,Rovsing A/S
ROSA.PA,Stocks,N/A,50.00,50.00,MedTech Société Anonyme
ROK,Stocks,N/A,156.39,156.39,Rockwell Automation Inc.
ROCK-B.CO,Stocks,N/A,1305.00,1305.00,Rockwool International A/S
RNS.AX,Stocks,N/A,0.07,0.07,Renaissance Minerals Limited
RIO.AX,Stocks,N/A,57.15,57.15,Rio Tinto Limited
RILBA.CO,Stocks,N/A,1660.00,1660.00,Ringkjøbing Landbobank A/S
RIB.DE,Stocks,N/A,13.21,13.21,RIB Software SE
RHP.AX,Stocks,N/A,0.43,0.43,Rhipe Limited
RGX.TO,Stocks,N/A,0.09,0.09,Argex Titanium Inc.
RGA,Stocks,N/A,126.87,126.87,"Reinsurance Group of America, Incorporated"
RG2A.BE,Stocks,N/A,1.32,1.32,RUSHYDRO PAO ADR/100 RL 1
RFL.AX,Stocks,N/A,0.17,0.17,Rubik Financial Limited
REXI,Stocks,N/A,9.78,9.78,"Resource America, Inc."
REC.AX,Stocks,N/A,8.33,8.33,Recall Holdings Limited
REACH.OL,Stocks,N/A,2.00,2.00,Reach Subsea ASA
RDS.AX,Stocks,N/A,0.01,0.01,Redstone Resources Limited
RAW.DE,Stocks,N/A,21.83,21.83,Raiffeisen Bank International AG
RAL.PA,Stocks,N/A,21.01,21.01,Rallye SA
R1H.BE,Stocks,N/A,6.82,6.82,BRAMBLES LTD
QSCGF,Stocks,N/A,1.68,1.68,QSC AG
QPAC,Stocks,N/A,9.96,9.96,Quinpario Acquisition Corp. 2
QGI.F,Stocks,N/A,0.43,0.43,PT. Mitra Adiperkasa Tbk
QFR.OL,Stocks,N/A,8.72,8.72,Q-Free ASA
QAN.AX,Stocks,N/A,4.52,4.52,Qantas Airways Limited
PWX,Stocks,N/A,25.03,25.03,Providence and Worcester Railroad Company
PW9.F,Stocks,N/A,24.85,24.85,Actuant Corporation
PV3.BE,Stocks,N/A,1.42,1.42,"PSIVIDA CORP.CDIS/1DL-,01"
PSZKF,Stocks,N/A,6.46,6.46,Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna
PSF,Stocks,N/A,27.73,27.73,"Cohen & Steers Select Preferred and Income Fund, Inc."
PSAT.PA,Stocks,N/A,6.57,6.57,Passat Société Anonyme
PRU.AX,Stocks,N/A,0.28,0.28,Perseus Mining Limited
PPL.AX,Stocks,N/A,0.40,0.40,Pureprofile Ltd.
PPK.AX,Stocks,N/A,0.20,0.20,PPK Group Limited
PPC.AX,Stocks,N/A,1.23,1.23,Peet Limited
POLL.BA,Stocks,N/A,8.80,8.80,Polledo S.A.I.C. y F.
PLP.AX,Stocks,N/A,0.00,0.00,Lepidico Ltd
PLO.BE,Stocks,N/A,32.39,32.39,PLDT INC. SP. ADRS/1 PP 5
PKPYY,Stocks,N/A,26.55,26.55,Pick n Pay Stores Limited
PKG,Stocks,N/A,102.20,102.20,Packaging Corporation of America
PHU.L,Stocks,N/A,25.00,25.00,M&L Property & Assets Plc
PHELAPP.BO,Stocks,N/A,1.00,1.00,PHELIX APPLIANCES LTD.
PGOO.L,Mutual fund,N/A,77.00,77.00,ProVen Growth and Income VCT Ord
PG.BA,Stocks,N/A,275.25,275.25,The Procter & Gamble Company
PFL.AX,Stocks,N/A,1.68,1.68,Patties Foods Limited
PEX.AX,Stocks,N/A,0.20,0.20,Peel Mining Limited
PEO,Stocks,N/A,19.20,19.20,"Adams Natural Resources Fund, Inc."
PCGE.L,Stocks,N/A,0.10,0.10,PCG Entertainment Plc
PAG,Stocks,N/A,45.19,45.19,"Penske Automotive Group, Inc."
PACL.L,Stocks,N/A,2.30,2.30,Pacific Alliance China Land Ltd
PAC.AX,Stocks,N/A,5.68,5.68,Pacific Current Group Limited
PAA0.BA,Stocks,N/A,1005.00,1005.00,ARGENTINA(REP OF) STEP BDS 12/2
OVMS,Stocks,N/A,0.00,0.00,"Tld3 Entertainment Group, Inc."
OVI-A.TO,Stocks,N/A,3.99,3.99,Ovivo Inc.
OSBHF,Stocks,N/A,12.65,12.65,Oslo Børs VPS Holding ASA
ORE.AX,Stocks,N/A,3.29,3.29,Orocobre Limited
OP-PREF.ST,Stocks,N/A,264.00,264.00,Oscar Properties Holding AB (publ)
ONE.AX,Stocks,N/A,4.90,4.90,Oneview Healthcare PLC
ONC.AX,Stocks,N/A,0.00,0.00,TasFoods Limited
OGX.AX,Stocks,N/A,0.05,0.05,Orinoco Gold Limited
OGDC.L,Stocks,N/A,0.00,0.00,Oil and Gas Development Company Limited
OFX.AX,Stocks,N/A,1.44,1.44,OFX Group Limited
OERCF,Stocks,N/A,41.75,41.75,Österreichische Post AG
ODC,Stocks,N/A,39.99,39.99,Oil-Dri Corporation of America
OCY.OL,Stocks,N/A,64.75,64.75,Ocean Yield AS
OA,Stocks,N/A,98.63,98.63,"Orbital ATK, Inc."
NXR.AX,Stocks,N/A,0.02,0.02,Nemex Resources Ltd.
NXI.MU,Stocks,N/A,0.10,0.10,ACTIVA RESOURCES AG
NVT.AX,Stocks,N/A,4.62,4.62,Navitas Limited
NVS,Stocks,N/A,77.82,77.82,Novartis AG
NUOG.L,Stocks,N/A,0.35,0.35,Nu-Oil and Gas plc
NTOA.F,Stocks,N/A,28.85,28.85,"Nintendo Co., Ltd."
NTESN.MX,Stocks,N/A,5045.89,5045.89,"NetEase, Inc."
NST.AX,Stocks,N/A,4.23,4.23,Northern Star Resources Limited
NSG.OL,Stocks,N/A,0.99,0.99,Norske Skogindustrier ASA
NOVO-B.CO,Stocks,N/A,278.00,278.00,Novo Nordisk A/S
NOTE.ST,Stocks,N/A,17.60,17.60,NOTE AB
NORD,Stocks,N/A,32.10,32.10,"Nord Anglia Education, Inc."
NOG,Stocks,N/A,1.95,1.95,"Northern Oil and Gas, Inc."
NNW.AX,Stocks,N/A,0.09,0.09,99 Wuxian Limited
NNS.DU,Stocks,N/A,1.33,1.33,COREO AG O.N.
NKG,Stocks,N/A,13.17,13.17,Nuveen Georgia Quality Municipal Income Fund
NHY.L,Stocks,N/A,419.63,419.63,Norsk Hydro ASA
NEW.L,Stocks,N/A,0.06,0.06,New World Oil and Gas Plc
NEL.OL,Stocks,N/A,2.20,2.20,NEL ASA
NEH.SG,Stocks,N/A,240.54,240.54,NetEase Inc. Reg.Shs(Sp. ADRs)/
NDA-SEK.ST,Stocks,N/A,112.50,112.50,Nordea Bank AB (publ)
NCV,Stocks,N/A,7.03,7.03,AllianzGI Convertible & Income Fund
NCM.AX,Stocks,N/A,20.08,20.08,Newcrest Mining Limited
NCA2.L,Mutual fund,N/A,68.00,68.00,New Century AIM 2 VCT Ord
NBD,Stocks,N/A,21.67,21.67,Nuveen Build America Bond Opportunity Fund
NAZ,Stocks,N/A,14.12,14.12,Nuveen Arizona Quality Municipal Income Fund
NAS.L,Stocks,N/A,2760.00,2760.00,North Atlantic Smaller Cos Ord
NAO,Stocks,N/A,0.97,0.97,Nordic American Offshore Ltd.
NAN.AX,Stocks,N/A,3.11,3.11,Nanosonics Limited
NAIT.L,Stocks,N/A,1189.00,1189.00,North American Income Trust Ord
NAII,Stocks,N/A,9.50,9.50,"Natural Alternatives International, Inc."
NAGN.F,Stocks,N/A,0.35,0.35,National Bank of Greece S.A.
NADL,Stocks,N/A,2.31,2.31,North Atlantic Drilling Limited
N7G.F,Stocks,N/A,46.74,46.74,Nanogate AG
MYTX.JK,Stocks,N/A,75.00,75.00,Asia Pacific Investama Tbk.
MYO.AX,Stocks,N/A,3.48,3.48,MYOB Group Limited
MWNAF,Stocks,N/A,0.01,0.01,Asa Resource Group Plc
MTT,Stocks,N/A,22.54,22.54,Western Asset Municipal Defined Opportunity Trust Inc.
MTS.MC,Stocks,N/A,7.20,7.20,ArcelorMittal
MT.AS,Stocks,N/A,7.21,7.21,ArcelorMittal
MSMN.L,Stocks,N/A,1.00,1.00,Mosman Oil And Gas Limited
MRKP.ME,Stocks,N/A,0.18,0.18,Interregional Distribution Grid Company of Center and Volga Region Joint Stock Company
MRG.ST,Stocks,N/A,39.40,39.40,Mr Green & Co AB (publ)
MQA.AX,Stocks,N/A,5.70,5.70,Macquarie Atlas Roads Group
MNOD.IL,Stocks,N/A,14.92,14.92,PJSC MMC NORILSK NICKEL ADR (10
MLYAF,Stocks,N/A,0.05,0.05,Malaysian Airline System Bhd
MLGAI.PA,Stocks,N/A,76.90,76.90,Grande Armee Investissement SA
MIG6.L,Mutual fund,N/A,53.00,53.00,Maven Income and Growth VCT 6 Ord
MGR,Stocks,N/A,25.31,25.31,"Affiliated Managers Group, Inc."
MGNT.ME,Stocks,N/A,8900.00,8900.00,Public Joint Stock Company Magnit
MG9.F,Stocks,N/A,1.45,1.45,Metcash Limited
MCR.AX,Stocks,N/A,0.17,0.17,Mincor Resources NL
MCP.L,Stocks,N/A,374.00,374.00,Martin Currie Asia Unconstrained Ord
MANH,Stocks,N/A,45.24,45.24,"Manhattan Associates, Inc."
MAERSK-B.CO,Stocks,N/A,11580.00,11580.00,A.P. Møller - Mærsk A/S
LUND-B.ST,Stocks,N/A,663.50,663.50,L E Lundbergföretagen AB (publ)
LTTV,Stocks,N/A,0.20,0.20,LATIN AMERICAN TELE
LTH.F,Stocks,N/A,25.08,25.08,CIMIC Group Limited
LSA.AX,Stocks,N/A,0.02,0.02,Lachlan Star Limited
LOM.AX,Stocks,N/A,0.29,0.29,Lucapa Diamond Company Limited
LO24.DE,Stocks,N/A,9.05,9.05,Lotto24 AG
LNZ.VI,Stocks,N/A,173.35,173.35,LENZING AG
LNT,Stocks,N/A,40.06,40.06,Alliant Energy Corporation
LND,Stocks,N/A,3.96,3.96,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas
LMW.AX,Stocks,N/A,0.61,0.61,LandMark White Limited
LIAB.ST,Stocks,N/A,84.00,84.00,Lindab International AB
LEAL.L,Stocks,N/A,2.00,2.00,GN Group Limited
LDF,Stocks,N/A,10.86,10.86,"The Latin American Discovery Fund, Inc."
LCM,Stocks,N/A,8.80,8.80,Advent/Claymore Enhanced Growth & Income Fund
LAA.AX,Stocks,N/A,0.15,0.15,LatAm Autos Limited
KYE,Stocks,N/A,11.77,11.77,"Kayne Anderson Energy Total Return Fund, Inc."
KUNN.SW,Stocks,N/A,369.75,369.75,KUONI N
KOZAY,Stocks,N/A,6.00,6.00,Koza Altin Isletmeleri A.S.
KOMN.SW,Stocks,N/A,269.75,269.75,Komax Holding AG
KMF,Stocks,N/A,15.46,15.46,"Kayne Anderson Midstream/Energy Fund, Inc."
KLMR,Stocks,N/A,6.00,6.00,KLM Royal Dutch Airlines
KLED.ST,Stocks,N/A,50.65,50.65,Kungsleden Aktiebolag
KGX.DE,Stocks,N/A,64.88,64.88,KION GROUP AG
KBN.MX,Stocks,N/A,812.00,812.00,KB Financial Group Inc.
KBHL.CO,Stocks,N/A,5925.00,5925.00,Københavns Lufthavne A/S
KARE.TA,Stocks,N/A,204.90,204.90,Kardan Real Estate Enterprise and Development Ltd.
KAR,Stocks,N/A,43.22,43.22,"KAR Auction Services, Inc."
KALU,Stocks,N/A,81.98,81.98,Kaiser Aluminum Corporation
JYSK.CO,Stocks,N/A,363.20,363.20,Jyske Bank A/S
JXR.PA,Stocks,N/A,1.17,1.17,Archos S.A.
JRI,Stocks,N/A,17.41,17.41,Nuveen Real Asset Income and Growth Fund
JM.ST,Stocks,N/A,328.40,328.40,JM AB (publ)
JKHY,Stocks,N/A,98.15,98.15,"Jack Henry & Associates, Inc."
JBR,Stocks,N/A,16.04,16.04,Select Asset Inc. Corporate Bac
JBN,Stocks,N/A,16.55,16.55,Select Asset Inc. Select Asset
JAGX,Stocks,N/A,0.81,0.81,"Jaguar Animal Health, Inc."
J7X.SI,Stocks,N/A,0.00,0.00,Tiger Airways Holdings Limited
IWB.F,Currency,N/A,0.00,0.00,ISARIA Wohnbau AG
IRR.L,Stocks,N/A,39.00,39.00,Ironridge Resources Limited
IRBZF,Stocks,N/A,0.05,0.05,IRONBARK ZINC LTD NPV
IPB.AX,Stocks,N/A,0.02,0.02,IPB Petroleum Limited
IOTS,Stocks,N/A,5.60,5.60,Adesto Technologies Corporation
INDU.BA,Stocks,N/A,3.18,3.18,Unipar Indupa S.A.I.C.
INAI.JK,Stocks,N/A,700.00,700.00,Indal Aluminium Industry Tbk.
IIL.AX,Stocks,N/A,0.70,0.70,Innate Immunotherapeutics Limited
IFN.AX,Stocks,N/A,0.92,0.92,Infigen Energy
IFBC,Stocks,N/A,0.01,0.01,Italian Food and Beverage Corporation
VXR.AX,Stocks,N/A,0.01,0.01,Venturex Resources Limited
IDX.AX,Stocks,N/A,1.32,1.32,Integral Diagnostics Limited
IDE,Stocks,N/A,14.91,14.91,"Voya Infrastructure, Industrials and Materials Fund"
ICTA.L,Mutual fund,N/A,110.00,110.00,Investors Capital A Share Ord
IC.CO,Stocks,N/A,163.00,163.00,IC Group A/S
IAG.AX,Stocks,N/A,6.32,6.32,Insurance Australia Group Limited
HX1A.BE,Stocks,N/A,0.27,0.27,HEXINDO ADIPERKASA RP 100
HTA,Stocks,N/A,29.79,29.79,"Healthcare Trust of America, Inc."
HOMB,Stocks,N/A,25.14,25.14,"Home Bancshares, Inc. (Conway, AR)"
HOM.AX,Stocks,N/A,0.42,0.42,Homeloans Limited
HMNY,Stocks,N/A,2.28,2.28,Helios and Matheson Analytics Inc.
HMI.L,Stocks,N/A,11.88,11.88,Harvest Minerals Limited
HM5.F,Stocks,N/A,0.01,0.01,Cape Lambert Resources Limited
HIX,Stocks,N/A,7.40,7.40,Western Asset High Income Fund II Inc.
HIO,Stocks,N/A,5.19,5.19,Western Asset High Income Opportunity Fund Inc.
HIN.BE,Stocks,N/A,0.04,0.04,HILLGROVE RESOURCES LTD.
HGO.AX,Stocks,N/A,0.07,0.07,Hillgrove Resources Limited
HDRAU,Stocks,N/A,11.71,11.71,HYDRA INDUSTRIES ACQUISITION CORP.
HDRAR,Stocks,N/A,0.57,0.57,Hydra Industries Acquisition Co
HCACU,Stocks,N/A,10.55,10.55,Hennessy Capital Acquisition Corp II
HCAC,Stocks,N/A,10.22,10.22,Hennessy Capital Acquisition Corp. II
H9W.MU,Stocks,N/A,13.86,13.86,HWA AG INH.O.N.
GXY.AX,Stocks,N/A,0.41,0.41,Galaxy Resources Limited
GUR.SW,Stocks,N/A,923.50,923.50,Gurit Holding AG
GRRMF,Stocks,N/A,77.00,77.00,Gerresheimer AG
GPIA,Stocks,N/A,10.04,10.04,GP Investments Acquisition Corp.
GPACW,Stocks,N/A,0.30,0.30,Global Partner Acquisition Corp
GPAC,Stocks,N/A,9.95,9.95,Global Partner Acquisition Corp.
GMM.AX,Stocks,N/A,0.66,0.66,General Mining Corporation Limited
GMAA.L,Stocks,N/A,216.00,216.00,Gama Aviation Plc
GMA.AX,Stocks,N/A,3.07,3.07,Genworth Mortgage Insurance Australia Limited
GLPI,Stocks,N/A,35.35,35.35,"Gaming and Leisure Properties, Inc."
GLJ.HM,Stocks,N/A,186.95,186.95,GRENKE AG NA O.N.
GIII,Stocks,N/A,24.06,24.06,"G-III Apparel Group, Ltd."
GGACU,Stocks,N/A,0.00,0.00,Garnero Group Acquisition Company
GGAC,Stocks,N/A,0.00,0.00,Garnero Group Acquisition Company
GFY,Stocks,N/A,16.70,16.70,Western Asset Variable Rate Strategic Fund Inc.
GER,Stocks,N/A,7.86,7.86,Goldman Sachs MLP and Energy Renaissance Fund
GCV,Stocks,N/A,5.08,5.08,The Gabelli Convertible and Income Securities Fund Inc.
GCP,Stocks,N/A,34.05,34.05,GCP Applied Technologies Inc.
GBT.AX,Stocks,N/A,2.89,2.89,GBST Holdings Limited
GAZ.DE,Stocks,N/A,4.16,4.16,Public Joint Stock Company Gazprom
GAS,Stocks,N/A,65.97,65.97,AGL Resources Inc.
GAI,Stocks,N/A,8.80,8.80,Global-Tech Advanced Innovations Inc.
GAH.F,Stocks,N/A,50.49,50.49,Arthur J. Gallagher & Co.
GACA.L,Stocks,N/A,157.50,157.50,GENERAL ACCIDENT PLC 8 7/8% CUM
FXJ.AX,Stocks,N/A,1.06,1.06,Fairfax Media Limited
FWRD,Stocks,N/A,51.70,51.70,Forward Air Corporation
FWP,Stocks,N/A,19.36,19.36,Forward Pharma A/S
FSJ.L,Stocks,N/A,1658.00,1658.00,James Fisher and Sons plc
FRM.AX,Stocks,N/A,1.26,1.26,Farm Pride Foods Limited
AMWK,Stocks,N/A,0.00,0.00,Ameristar Network Inc.
FOMA.MU,Stocks,N/A,81.39,81.39,FOM.ECO.MEX.S.D.CV ADR/10
FNTC,Stocks,N/A,10.54,10.54,FinTech Acquisition Corp.
FML.AX,Stocks,N/A,0.39,0.39,Focus Minerals Limited
FMG.AX,Stocks,N/A,4.82,4.82,Fortescue Metals Group Limited
FMEA.BE,Stocks,N/A,41.35,41.35,FRESENIUS MD.CARE ADR 1/2
FJTA3.SA,Stocks,N/A,1.72,1.72,Forjas Taurus S.A.
FISH.JK,Stocks,N/A,3290.00,3290.00,FKS Multi Agro Tbk.
FGPN.SG,Stocks,N/A,16.54,16.54,AMBAC Financial Group Inc. Reg.
FGF.AX,Stocks,N/A,0.01,0.01,First Growth Funds Limited
FGB,Stocks,N/A,7.29,7.29,First Trust Specialty Finance and Financial Opportunities Fund
FEN,Stocks,N/A,26.37,26.37,First Trust Energy Income and Growth Fund
FCAM,Stocks,N/A,70.68,70.68,Fiat Chrysler Automobiles N.V.
FCA.MI,Stocks,N/A,10.28,10.28,Fiat Chrysler Automobiles N.V.
FAS.V,Stocks,N/A,0.04,0.04,Fantasy Aces Daily Fantasy Sports Corp.
FABG.ST,Stocks,N/A,156.10,156.10,Fabege AB (publ)
F9M.SI,Stocks,N/A,0.00,0.00,Kencana Agri Limited
EXU.AX,Stocks,N/A,0.10,0.10,Explaurum Limited
EWW.F,Stocks,N/A,0.25,0.25,Energy World Corporation Ltd
EVN.AX,Stocks,N/A,2.19,2.19,Evolution Mining Limited
ETH,Stocks,N/A,31.00,31.00,Ethan Allen Interiors Inc.
ESR.AX,Stocks,N/A,0.02,0.02,Estrella Resources Limited
ESG.L,Stocks,N/A,5.25,5.25,eServGlobal Limited
ESD,Stocks,N/A,14.97,14.97,Western Asset Emerging Markets Debt Fund Inc.
ERL.AX,Stocks,N/A,0.02,0.02,Empire Resources Limited
AXI.V,Index,N/A,0.00,0.00,Advanced Explorations Inc.
EMD,Stocks,N/A,15.78,15.78,Western Asset Emerging Markets Debt Fund Inc.
ELDO,Stocks,N/A,1.43,1.43,Eldorado Artesian Springs Inc.
ELAND.NS,Stocks,N/A,23.80,23.80,E-Land Apparel Limited
ELAL.TA,Stocks,N/A,311.00,311.00,El Al Israel Airlines Ltd
EGEEN.IS,Stocks,N/A,252.40,252.40,Ege Endüstri ve Ticaret A.S.
EDN.BA,Stocks,N/A,25.85,25.85,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima
ECX.DE,Stocks,N/A,7.15,7.15,Epigenomics AG
ECACU,Stocks,N/A,10.80,10.80,E-Compass Acquisition Corp.
CLUTCHAUTO-EQ.NS,Stocks,N/A,0.00,0.00,CLUTCH AUTO INR10
ECAC,Stocks,N/A,11.21,11.21,E-Compass Acquisition Corp.
EAS.L,Stocks,N/A,725.00,725.00,Energy Assets Group Plc
EAGL,Stocks,N/A,10.00,10.00,Double Eagle Acquisition Corp.
EAGB.VI,Stocks,N/A,2.75,2.75,EAG-BETEILIGUNGS AG
EACQU,Stocks,N/A,10.23,10.23,Easterly Acquisition Corp.
EAB,Stocks,N/A,24.85,24.85,"Entergy Arkansas, Inc."
E7T.HM,Stocks,N/A,0.33,0.33,ALEXIUM INTERNATIONAL GRP
E7S.DU,Stocks,N/A,9.71,9.71,ACCENTRO R.EST.AG O.N.
E2Z.BE,Stocks,N/A,16.68,16.68,"ALMIRALL S.A. EO -,12"
DWNI.DE,Stocks,N/A,32.35,32.35,Deutsche Wohnen AG
DWA,WARRANT,N/A,40.97,40.97,DreamWorks Animation SKG Inc.
DVT.F,Stocks,N/A,0.00,0.00,DVT.F
DUNI.ST,Stocks,N/A,119.50,119.50,Duni AB (publ)
DRA,Stocks,N/A,17.36,17.36,Diversified Real Asset Income Fund
DOX,Stocks,N/A,62.07,62.07,Amdocs Limited
DNORD.CO,Stocks,N/A,120.70,120.70,Dampskibsselskabet Norden A/S
DNI,Stocks,N/A,12.17,12.17,Dividend and Income Fund
DNHBY,Stocks,N/A,166.75,166.75,DNB ASA
DNBHF,Stocks,N/A,16.62,16.62,DNB ASA
DMY.AX,Stocks,N/A,0.00,0.00,Fastbrick Robotics Limited
DMRE.F,Stocks,N/A,3.76,3.76,DEMIRE Deutsche Mittelstand Real Estate AG
DM2.F,Stocks,N/A,0.00,0.00,DM2.F
DLPH,Stocks,N/A,87.70,87.70,Delphi Automotive PLC
DLAKF,Stocks,N/A,17.76,17.76,Deutsche Lufthansa Aktiengesellschaft
DGLY,Stocks,N/A,4.05,4.05,"Digital Ally, Inc."
DDR.AX,Stocks,N/A,2.43,2.43,Dicker Data Limited
