symbol,exchange,item_type,industry_category,last_price,company_name
ASHNOOR.BO,Stocks,N/A,17.75,17.75,Ashnoor Textile Mills Ltd.
KTMPF,Stocks,N/A,139.00,139.00,KTM AG
GALAGEX.BO,Stocks,N/A,33.95,33.95,GALAXY AGRICO EXPORTS LTD.
PCICHEM.BO,Stocks,N/A,5.20,5.20,P.C.I.CHEMICALS AND PHARMACEUT
GEPA3.SA,Stocks,N/A,34.50,34.50,"Duke Energy International, Geração Paranapanema S.A."
RBRA-CRI97B0.SA,Stocks,N/A,354570.47,354570.47,RBCAPITALRESC97 MB
NATIONALU.NS,OBSOLETESYMBOL,N/A,0.00,0.00,National Aluminium Co. Ltd.
NOMO.ST,Stocks,N/A,3.61,3.61,Nordic Mining ASA
3A1.F,Stocks,N/A,1.37,1.37,Aeffe S.p.A.
ODDB.SG,Stocks,N/A,3.88,3.88,Atrium European Real Estat.LtdR
GV6.SG,Stocks,N/A,1.29,1.29,Avino Silver & Gold Mines Ltd.
M0V.BE,Stocks,N/A,11.56,11.56,MINERVA SA ADR/4
GAIA-CRI47B0.SA,Stocks,N/A,340501.94,340501.94,GAIA SECURITC47 MB
OSP2.DU,Stocks,N/A,22.05,22.05,USU SOFTWARE AG
ICS.AX,Stocks,N/A,1.31,1.31,ICS Global Limited
PSAN.BE,Stocks,N/A,13.46,13.46,PSI AG NA O.N.
YPB.AX,Stocks,N/A,0.10,0.10,YPB Group Limited
PTPA4.SA,Stocks,N/A,80.00,80.00,Évora S.A.
RKDA,Stocks,N/A,0.77,0.77,"Arcadia Biosciences, Inc."
TAXA246.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
JDD,Stocks,N/A,12.16,12.16,Nuveen Diversified Dividend and Income Fund
NOR.OL,Stocks,N/A,260.00,260.00,Norwegian Energy Company AS
JT9.MU,Stocks,N/A,1.50,1.50,EU.ASIA PREM.REAL EST.CO.
RBRA-CRI70L1.SA,N/A,N/A,N/A,N/A,N/A
LARAF,Stocks,N/A,0.17,0.17,Laura Ashley Holdings plc
PARA.BA,Stocks,N/A,1040.00,1040.00,ARGENTINA(REP OF) 2.5%-VAR SNR
SBNC.SG,Stocks,N/A,10.53,10.53,Sberbank of Russia PJSC Reg.Shs
PSAB.JK,Stocks,N/A,230.00,230.00,J Resources Asia Pasifik Tbk.
AV3.DU,Stocks,N/A,75.93,75.93,AVERY DENNISON DL 1
SOBI.JK,Stocks,N/A,1700.00,1700.00,Sorini Agro Asia Corporindo Tbk
FZKA.BE,Stocks,N/A,0.96,0.96,"THE9 LTD.ADR/1 DL-,01"
WILS.OL,Stocks,N/A,8.20,8.20,Wilson ASA
NSU.DU,Stocks,N/A,636.01,636.01,AUDI AG O.N.
SWTUY,Stocks,N/A,16.18,16.18,Swedish Orphan Biovitrum AB
PRH.AX,Stocks,N/A,0.13,0.13,PHILLIPS FPO
TAXA315.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
MND.PA,Stocks,N/A,6.13,6.13,MND Group Société Anonyme
TM2.SG,Stocks,N/A,31.56,31.56,Sydbank A/S
YM2C.F,Currency,N/A,0.00,0.00,Code Agriculture (Holdings) Limited
T9Z.DU,Stocks,N/A,19.33,19.33,ZUMTOBEL GROUP AG INH. A
CE2.DU,Stocks,N/A,8.90,8.90,CROPENERGIES AG
VIVO.ST,Stocks,N/A,10.15,10.15,Vivoline Medical AB
PRR.AX,Stocks,N/A,0.03,0.03,Prima Biomed Ltd.
WSOK.DU,Stocks,N/A,3.50,3.50,WALLSTREET:ONLINE AG
RBRA-CRI07B0.SA,Stocks,N/A,347090.84,347090.84,RBCAPITALRESC07 MB
YGGYO.IS,Stocks,N/A,12.44,12.44,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S.
M12.F,Stocks,N/A,8.84,8.84,M1 Beauty AG
ZEGA.SG,Stocks,N/A,27.37,27.37,ASTRAZENECA PLC Reg.Shs (Spons.
METUR.IS,Stocks,N/A,1.54,1.54,Metemtur Otelcilik ve Turizm Isletmeleri A.S.
30905936.EX,N/A,N/A,N/A,N/A,N/A
AAA.F,Stocks,N/A,2.17,2.17,A.A.A. Aktiengesellschaft Allgemeine Anlageverwaltung
TORSAB.ST,Stocks,N/A,123.25,123.25,Torslanda Property Investment AB (Publ)
RESA-DEB12B0.SA,Stocks,N/A,1027.32,1027.32,RAIZEN ENERGD12
7AA.BE,Stocks,N/A,45.20,45.20,APERAM S.A.
0QXP.L,Stocks,N/A,0.00,0.00,Aker Solutions
AASL,Stocks,N/A,1550.01,1550.01,America's Suppliers Inc.
RU000A0JUP71.ME,Stocks,N/A,452.00,452.00,UK BIN Finam ISU-11000
ABR.F,Stocks,N/A,14.74,14.74,Barrick Gold Corporation
0RAN.L,Stocks,N/A,14.08,14.08,Altice N.V.
AETA-CRI10L1.SA,Stocks,N/A,616300.50,616300.50,AETATIS SEC C10
TKYVY,Stocks,N/A,16.84,16.84,Türkiye Vakiflar Bankasi Türk Anonim Ortakligi
AHF-DB.TO,N/A,N/A,N/A,N/A,N/A
FNMAK,Stocks,N/A,11.13,11.13,Federal National Mortgage Association
ARIHANTRED.BO,Stocks,N/A,2.20,2.20,ARIHANT THREADS LTD.
TGRO,Stocks,N/A,0.03,0.03,"Tiger Oil and Energy, Inc."
BDGXF,Stocks,N/A,101.54,101.54,Bertrandt Aktiengesellschaft
RMCHEM.BO,Stocks,N/A,21.70,21.70,RAM MINERALS AND CHEMICALS LIM
BEAB.BR,Stocks,N/A,132.10,132.10,Immo-Beaulieu NV
VSC1.F,N/A,N/A,N/A,N/A,N/A
BOA.MU,Stocks,N/A,3.71,3.71,BK OF EAST ASIA
VAS.MI,Stocks,N/A,12.35,12.35,Vittoria Assicurazioni S.p.A.
DD3.BE,Stocks,N/A,0.08,0.08,COMET RIDGE LTD
SEW.EX,N/A,N/A,N/A,N/A,N/A
ELV.ST,Stocks,N/A,73.50,73.50,Elverket Vallentuna AB (publ)
ALPJT.PA,Stocks,N/A,40.00,40.00,Poujoulat SA
EXU.BE,N/A,N/A,N/A,N/A,N/A
APCDF,Stocks,N/A,0.02,0.02,A-Cap Resources Limited
GAFL-CRA81B0.SA,N/A,N/A,N/A,N/A,N/A
5TS.SI,Stocks,N/A,0.08,0.08,Alpha Energy Holdings Limited
MLD.AX,Stocks,N/A,1.69,1.69,MACA Limited
WMC.DU,Stocks,N/A,4.38,4.38,ALUMINA LTD SP. ADR/4
GXI.F,Stocks,N/A,72.32,72.32,Gerresheimer AG
25375255.DU,N/A,N/A,N/A,N/A,N/A
NAF1.BE,Stocks,N/A,0.01,0.01,"NORANDA ALUM. HLDG DL-,01"
YSS1.F,Stocks,N/A,22.08,22.08,American Independence Corp.
RBA,Stocks,N/A,30.90,30.90,Ritchie Bros. Auctioneers Incorporated
YZA.MU,Stocks,N/A,31.29,31.29,"ARYZTA AG NAM. SF-,02"
TAXA317.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
TGGR.AX,N/A,N/A,N/A,N/A,N/A
TCLNA.AX,N/A,N/A,N/A,N/A,N/A
TRGAF,Stocks,N/A,0.01,0.01,Agromino A/S
TR3.BE,Stocks,N/A,10.66,10.66,TRINA SOLAR ADR/50 DL-01
WL6J.DE,N/A,N/A,N/A,N/A,N/A
W7L.BE,Stocks,N/A,125.92,125.92,AEROP.DE PARIS SA INH.EO3
TLV.F,Stocks,N/A,22.10,22.10,"Grupo Televisa, S.A.B."
ZEG.DU,Stocks,N/A,55.52,55.52,"ASTRAZENECA PLC DL-,25"
AFRMF,Stocks,N/A,0.01,0.01,Alphaform AG
AGARIND-EQ.NS,Stocks,N/A,714.90,714.90,AGARWAL INDUSTRIAL INR10
BGG.AX,Stocks,N/A,0.03,0.03,Blackgold International Holdings Limited
PRA.HM,Stocks,N/A,0.00,0.00,PRAKTIKER AG O.N.
21P.F,Stocks,N/A,1.82,1.82,Aurora Cannabis Inc.
0OCD.L,Stocks,N/A,52.88,52.88,Medistim ASA
30734982.NX,N/A,N/A,N/A,N/A,N/A
2P9.F,Stocks,N/A,0.27,0.27,MMJ Phytotech Limited
0UB.DE,Stocks,N/A,16.04,16.04,UBS Group AG
I3M.DE,Stocks,N/A,0.00,0.00,Impreglon SE
3RBB.SG,Stocks,N/A,16.62,16.62,Reckitt Benckiser Group PLC Reg
IWQ.SG,Stocks,N/A,38.38,38.38,51Job Inc. Reg.Shares (Sp.ADRs)
7054@BN.KL,Stocks,N/A,0.00,0.00,7054@BN.KL
PDEK.DU,Stocks,N/A,0.00,0.00,Panamax AG
A2V1.SG,N/A,N/A,N/A,N/A,N/A
SPSNE.SW,N/A,N/A,N/A,N/A,N/A
ARMHN.MX,Stocks,N/A,1218.25,1218.25,ARM Holdings plc
8228-OL.HK,Stocks,N/A,0.25,0.25,NATIONAL ARTS
AUROPHARMA.NS,Stocks,N/A,589.00,589.00,Aurobindo Pharma Limited
MNOD.L,Stocks,N/A,12.78,12.78,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel
AVH,Stocks,N/A,7.30,7.30,Avianca Holdings S.A.
PQL.DE,Stocks,N/A,0.00,0.00,POLIS Immobilien AG
ACOG.MU,Stocks,N/A,30.65,30.65,ATLAS COPCO B FREE
ACV.MU,Stocks,N/A,0.10,0.10,ACE AVIATION HLDGS
AGHEF,Stocks,N/A,0.08,0.08,"Agility Health, Inc."
AEND.HM,Stocks,N/A,4.78,4.78,AEGON NV (DEMAT.) EO-12
AHLA.BE,Stocks,N/A,104.72,104.72,ALIBABA GR.HLDG SP.ADR 1
ALDR.PA,Stocks,N/A,0.89,0.89,Delta Drone SA
AMMS,Stocks,N/A,0.02,0.02,American Media Systems Co.
ALPRI.PA,Stocks,N/A,20.00,20.00,Prismaflex International SA
APRYY,Stocks,N/A,0.00,0.00,APR Energy plc
ALZC.BE,Stocks,N/A,20.33,20.33,"ASSA-ABLOY AB B SK-,33"
ARE-PE,Stocks,N/A,25.36,25.36,"Alexandria Real Estate Equities, Inc."
AMBTQ,Stocks,N/A,0.00,0.00,Ambient Corporation
ASBPA.NZ,Stocks,N/A,0.85,0.85,ASB Capital Limited
AMRU,Stocks,N/A,0.01,0.01,"Amaru, Inc."
ASTC,Stocks,N/A,1.09,1.09,Astrotech Corporation
AOG-UN.TO,Stocks,N/A,2.71,2.71,Aston Hill Advantage Oil & Gas Income Fund
AES.DU,Stocks,N/A,10.04,10.04,"AES CORP. DL-,01"
API.CN,Stocks,N/A,0.19,0.19,Appia Energy Corp.
CAIA3B.SA,Stocks,N/A,1.39,1.39,CAIANDA PARTICIPAC COM NPV
ATBPF,Stocks,N/A,0.13,0.13,Antibe Therapeutics Inc.
AXXTF,Stocks,N/A,1.20,1.20,Axiata Group Berhad
AUSTF,Stocks,N/A,0.12,0.12,Austin Engineering Limited
AZJ.AX,Stocks,N/A,5.30,5.30,Aurizon Holdings Limited
CCL-A.TO,Stocks,N/A,314.77,314.77,CCL Industries Inc.
CSY.F,Stocks,N/A,0.94,0.94,SCY Beteiligungen AG
0GRG.L,Stocks,N/A,55.50,55.50,Kungsleden Aktiebolag
BIOG-B.ST,Stocks,N/A,358.00,358.00,BioGaia AB
0QTI.L,Stocks,N/A,4.41,4.41,Anima Holding S.p.A
TRUE-B.ST,Stocks,N/A,0.23,0.23,True Heading AB
CIDHF,Stocks,N/A,0.33,0.33,China Agri-Industries Holdings Limited
CRA1.DU,Stocks,N/A,38.06,38.06,RIO TINTO LTD
EZL.BE,Stocks,N/A,0.07,0.07,VENUS METALS CORP.
9ME.MU,Stocks,N/A,4.96,4.96,ALTERRA POWER CORP.
FJTA10.SA,Stocks,N/A,0.00,0.00,Forjas Taurus S.A.
ABA.DU,Stocks,N/A,58.97,58.97,ALBA SE O.N.
36M1.BE,Stocks,N/A,0.02,0.02,PI POWER INTL. AC EO 10
